33.7871928	-84.4063393
33.7871935	-84.4063388
33.7871948	-84.4063378
33.7871962	-84.4063367
33.787197	-84.4063355
33.7871982	-84.4063347
33.7871992	-84.4063338
33.7871992	-84.4063325
33.7871982	-84.4063307
33.7871975	-84.4063295
33.7871972	-84.406329
33.7871968	-84.4063288
33.7871968	-84.4063287
33.7871968	-84.4063287
33.7871973	-84.406328
33.7871978	-84.4063273
33.7871983	-84.4063268
33.7871987	-84.4063263
33.7871993	-84.406326
33.7872	-84.4063253
33.7872005	-84.4063247
33.787201	-84.4063242
33.7872015	-84.4063233
33.7872018	-84.4063227
33.7872023	-84.406322
33.7872027	-84.4063215
33.7872027	-84.4063215
33.7872027	-84.4063215
33.7872028	-84.4063213
33.787203	-84.406321
33.7872032	-84.4063212
33.7872037	-84.4063205
33.7872042	-84.4063198
33.7872047	-84.4063193
33.787205	-84.406319
33.7872053	-84.4063187
33.7872058	-84.4063182
33.7872062	-84.406318
33.7872062	-84.406318
33.7872063	-84.406318
33.7872067	-84.4063178
33.787207	-84.4063177
33.7872072	-84.4063177
33.7872072	-84.4063177
33.787207	-84.4063177
33.787207	-84.4063175
33.787207	-84.4063173
33.787207	-84.4063173
33.7872072	-84.406317
33.7872075	-84.4063168
33.7872078	-84.4063163
33.7872082	-84.406316
33.7872085	-84.4063155
33.787209	-84.4063152
33.7872095	-84.4063147
33.7872102	-84.4063142
33.7872112	-84.4063135
33.787212	-84.4063128
33.7872128	-84.4063122
33.7872137	-84.4063117
33.7872145	-84.4063112
33.787215	-84.406311
33.787215	-84.4063112
33.787215	-84.4063113
33.7872152	-84.4063115
33.7872152	-84.4063115
33.7872155	-84.4063113
33.7872158	-84.4063112
33.7872162	-84.4063108
33.7872165	-84.4063105
33.7872168	-84.4063103
33.7872172	-84.40631
33.7872175	-84.4063098
33.787218	-84.4063095
33.7872187	-84.406309
33.7872192	-84.4063087
33.7872195	-84.4063083
33.78722	-84.4063082
33.7872205	-84.4063077
33.7872208	-84.4063075
33.7872208	-84.4063075
33.7872208	-84.4063075
33.7872208	-84.4063075
33.787221	-84.4063075
33.787221	-84.4063075
33.7872215	-84.4063072
33.787222	-84.4063067
33.7872227	-84.4063062
33.7872228	-84.406306
33.7872232	-84.4063058
33.7872233	-84.4063057
33.7872232	-84.4063057
33.787223	-84.4063058
33.7872228	-84.406306
33.7872225	-84.4063062
33.7872222	-84.4063065
33.787222	-84.4063067
33.7872218	-84.4063067
33.7872218	-84.4063068
33.7872217	-84.406307
33.7872215	-84.4063072
33.7872217	-84.4063072
33.7872215	-84.4063073
33.7872217	-84.4063072
33.7872218	-84.406307
33.7872218	-84.4063067
33.787222	-84.4063067
33.7872222	-84.4063065
33.7872222	-84.4063065
33.7872218	-84.4063067
33.7872215	-84.4063072
33.787221	-84.4063077
33.787221	-84.4063082
33.787219	-84.4063097
33.7872158	-84.406312
33.7872127	-84.4063142
33.7872095	-84.406316
33.787207	-84.4063175
33.7872043	-84.406319
33.7872023	-84.4063203
33.7872005	-84.4063215
33.7871993	-84.406322
33.7871985	-84.4063222
33.787198	-84.4063222
33.7871977	-84.4063222
33.7871973	-84.4063223
33.787197	-84.4063223
33.7871967	-84.4063227
33.7871962	-84.406323
33.7871958	-84.4063235
33.7871955	-84.4063237
33.7871953	-84.406324
33.7871953	-84.406324
33.7871953	-84.4063242
33.7871953	-84.4063243
33.7871955	-84.4063243
33.7871957	-84.4063243
33.7871958	-84.4063245
33.7871958	-84.4063247
33.7871957	-84.4063247
33.787195	-84.4063248
33.7871943	-84.4063253
33.7871938	-84.4063257
33.7871933	-84.4063262
33.7871928	-84.4063265
33.7871928	-84.4063265
33.7871932	-84.4063263
33.7871933	-84.4063262
33.7871937	-84.4063262
33.7871938	-84.406326
33.7871938	-84.406326
33.7871938	-84.4063258
33.7871942	-84.4063255
33.7871942	-84.4063253
33.7871943	-84.4063252
33.7871943	-84.406325
33.7871945	-84.4063248
