42.6790651932, -83.1949756404 # Auto nav north
42.6789723207, -83.1951336744 # Ramp north
42.6788536649, -83.1951441500 # Ramp south
42.6787645626, -83.1949480515 # Auto nav south
# INSERT END WAYPOINT HERE
